Order ID,Order Date,Customer ID,Customer Name,Segment,Region,Category,Product Name,Quantity,Discount,Sales,Profit,Ship Mode
NC-00397,2023-09-19,CUST-0370,Wichai Boonmee,Consumer,Southern,Home & Living,Storage Box,2,0.0,700.0,239.62,Same Day
NC-01190,2023-09-19,CUST-0236,Ploy Phromsri,Corporate,Bangkok & Vicinity,Beauty,Hair Dryer,1,0.0,690.0,242.94,Standard
NC-03762,2023-09-20,CUST-0811,Somchai Charoen,Home Office,Bangkok & Vicinity,Beauty,Makeup Kit,1,0.0,890.0,338.7,Standard
NC-04186,2023-09-20,CUST-0859,Siri Sukjai,Corporate,Southern,Office Supplies,Printer Ink,1,0.0,590.0,244.85,Same Day
NC-01523,2023-09-20,CUST-0249,Napat Srisuk,Home Office,Central,Electronics,Headphones,1,0.05,1225.5,394.27,Express
NC-02033,2023-09-20,CUST-0528,Chai Boonmee,Consumer,Central,Home & Living,Desk Lamp,2,0.0,900.0,295.86,Standard
NC-00057,2023-09-20,CUST-0408,Napat Charoen,Consumer,Central,Home & Living,Cookware Set,1,0.0,1890.0,764.59,Standard
NC-01945,2023-09-20,CUST-0437,Nopporn Chaiyaporn,Consumer,Northern,Home & Living,Bedding Set,1,0.05,1225.5,408.77,Standard
NC-03709,2023-09-20,CUST-0611,Decha Charoen,Consumer,Bangkok & Vicinity,Home & Living,Cookware Set,1,0.0,1890.0,762.64,Same Day
NC-01238,2023-09-20,CUST-0871,Kanya Saetang,Consumer,Bangkok & Vicinity,Office Supplies,Office Chair,1,0.15,2456.5,635.46,Standard
NC-01533,2023-09-20,CUST-0947,Boonmee Ruangrit,Consumer,Bangkok & Vicinity,Fashion,Jeans,2,0.15,1343.0,217.06,Standard
NC-00395,2023-09-21,CUST-0446,Theerapat Chaiyaporn,Home Office,Bangkok & Vicinity,Home & Living,Bedding Set,1,0.0,1290.0,483.8,Express
NC-01280,2023-09-21,CUST-0629,Suda Thongdee,Consumer,Bangkok & Vicinity,Electronics,Power Bank,1,0.0,690.0,243.75,Express
NC-02343,2023-09-21,CUST-0216,Pim Saetang,Consumer,Northeastern,Fashion,Backpack,1,0.0,990.0,321.2,Standard
NC-02503,2023-09-22,CUST-0881,Theerapat Boonmee,Consumer,Bangkok & Vicinity,Beauty,Sunscreen,1,0.15,297.5,68.91,Express
NC-02675,2023-09-22,CUST-0306,Decha Ruangrit,Home Office,Central,Beauty,Skincare Set,2,0.05,2261.0,715.43,Standard
NC-02939,2023-09-22,CUST-0931,Somchai Phromsri,Consumer,Northern,Beauty,Hair Dryer,1,0.0,690.0,223.25,Standard
NC-03501,2023-09-22,CUST-0770,Surasak Boonmee,Corporate,Bangkok & Vicinity,Fashion,Sunglasses,2,0.0,1180.0,324.04,Standard
NC-01027,2023-09-22,CUST-0700,Theerapat Srisuk,Consumer,Bangkok & Vicinity,Home & Living,Storage Box,2,0.05,665.0,199.17,Express
NC-04108,2023-09-22,CUST-0418,Ploy Saetang,Consumer,Bangkok & Vicinity,Home & Living,Bedding Set,1,0.05,1225.5,509.94,Standard
NC-02081,2023-09-22,CUST-0460,Orawan Charoen,Consumer,Northeastern,Office Supplies,Printer Ink,2,0.1,1062.0,255.86,Express
NC-03635,2023-09-22,CUST-0873,Napat Saetang,Corporate,Bangkok & Vicinity,Beauty,Perfume,1,0.05,1415.5,303.68,Express
NC-02180,2023-09-22,CUST-0687,Siri Wongsa,Corporate,Bangkok & Vicinity,Home & Living,Desk Lamp,1,0.0,450.0,130.8,Standard
NC-00588,2023-09-23,CUST-0123,Napat Saetang,Consumer,Central,Electronics,Laptop,1,0.0,18500.0,5400.1,Standard
NC-00506,2023-09-23,CUST-0922,Chai Saetang,Consumer,Bangkok & Vicinity,Electronics,Laptop,1,0.0,18500.0,7319.64,Express
NC-02028,2023-09-23,CUST-0034,Decha Charoen,Home Office,Central,Home & Living,Bedding Set,1,0.0,1290.0,562.59,Standard
NC-03806,2023-09-23,CUST-0112,Anan Srisuk,Consumer,Central,Electronics,Laptop,1,0.15,15725.0,5204.63,Standard
NC-02311,2023-09-23,CUST-0660,Napat Boonmee,Corporate,Southern,Electronics,Smart Watch,1,0.1,3141.0,907.49,Standard
NC-03341,2023-09-23,CUST-0345,Surasak Saetang,Consumer,Bangkok & Vicinity,Beauty,Hair Dryer,3,0.0,2070.0,861.75,Standard
NC-04031,2023-09-23,CUST-0671,Pim Charoen,Consumer,Northeastern,Fashion,Sneakers,1,0.0,1590.0,516.11,Standard
NC-02697,2023-09-23,CUST-0062,Suda Boonmee,Consumer,Bangkok & Vicinity,Beauty,Makeup Kit,1,0.0,890.0,296.3,Standard
NC-03361,2023-09-24,CUST-0645,Kanya Boonmee,Consumer,Northeastern,Office Supplies,Notebook Set,1,0.2,96.0,28.11,Express
NC-00042,2023-09-24,CUST-0735,Pim Saetang,Consumer,Bangkok & Vicinity,Beauty,Perfume,1,0.2,1192.0,360.55,Express
NC-01353,2023-09-24,CUST-0892,Kanya Srisuk,Home Office,Bangkok & Vicinity,Office Supplies,Office Chair,4,0.05,10982.0,4199.83,Express
NC-00314,2023-09-24,CUST-0577,Anan Saetang,Consumer,Northern,Fashion,Jeans,1,0.0,790.0,351.75,Express
NC-04150,2023-09-25,CUST-0136,Orawan Ruangrit,Consumer,Bangkok & Vicinity,Office Supplies,Stapler,3,0.0,270.0,107.85,Standard
NC-03029,2023-09-25,CUST-0753,Siri Ruangrit,Corporate,Northeastern,Beauty,Perfume,2,0.0,2980.0,850.56,Standard
NC-00892,2023-09-25,CUST-0711,Ploy Thongdee,Corporate,Bangkok & Vicinity,Home & Living,Cookware Set,1,0.05,1795.5,580.51,Standard
NC-01179,2023-09-25,CUST-0945,Decha Wongsa,Consumer,Bangkok & Vicinity,Fashion,Sunglasses,2,0.05,1121.0,313.49,Standard
NC-01862,2023-09-25,CUST-0892,Kanya Srisuk,Home Office,Northeastern,Beauty,Skincare Set,1,0.2,952.0,134.31,Same Day
NC-00933,2023-09-25,CUST-0304,Chai Charoen,Corporate,Northeastern,Home & Living,Bedding Set,1,0.05,1225.5,340.61,Express
NC-01181,2023-09-25,CUST-0653,Aom Charoen,Corporate,Southern,Electronics,Headphones,1,0.0,1290.0,555.82,Standard
NC-01356,2023-09-25,CUST-0606,Nopporn Chaiyaporn,Consumer,Bangkok & Vicinity,Office Supplies,Desk Organizer,1,0.0,290.0,76.36,Standard
NC-01111,2023-09-25,CUST-0298,Ploy Ruangrit,Consumer,Southern,Electronics,Headphones,1,0.0,1290.0,330.29,Standard
NC-03600,2023-09-26,CUST-0364,Boonmee Intharak,Consumer,Southern,Office Supplies,Desk Organizer,1,0.05,275.5,62.87,Standard
NC-03441,2023-09-26,CUST-0025,Pim Phromsri,Consumer,Bangkok & Vicinity,Fashion,Backpack,1,0.1,891.0,281.06,Standard
NC-00111,2023-09-26,CUST-0528,Chai Boonmee,Consumer,Northeastern,Office Supplies,Notebook Set,1,0.0,120.0,53.19,Standard
NC-01229,2023-09-26,CUST-0844,Orawan Boonmee,Home Office,Bangkok & Vicinity,Fashion,Backpack,1,0.0,990.0,418.36,Standard
NC-00340,2023-09-26,CUST-0153,Nopporn Srisuk,Consumer,Northeastern,Fashion,Jeans,1,0.0,790.0,203.27,Standard
NC-02994,2023-09-26,CUST-0392,Theerapat Wongsa,Consumer,Northeastern,Office Supplies,Printer Ink,1,0.15,501.5,82.9,Same Day
NC-02514,2023-09-26,CUST-0020,Surasak Boonmee,Consumer,Bangkok & Vicinity,Beauty,Sunscreen,1,0.0,350.0,135.98,Express
NC-00174,2023-09-26,CUST-0790,Napat Boonmee,Home Office,Bangkok & Vicinity,Home & Living,Storage Box,2,0.0,700.0,280.44,Express
NC-01602,2023-09-26,CUST-0182,Anan Wongsa,Consumer,Bangkok & Vicinity,Beauty,Sunscreen,1,0.0,350.0,156.38,Standard
NC-01070,2023-09-26,CUST-0499,Somchai Sukjai,Home Office,Southern,Electronics,Headphones,1,0.0,1290.0,399.22,Same Day
NC-03074,2023-09-27,CUST-0181,Krit Saetang,Consumer,Northeastern,Home & Living,Storage Box,1,0.0,350.0,105.88,Express
NC-01197,2023-09-27,CUST-0771,Krit Intharak,Consumer,Bangkok & Vicinity,Electronics,Smartphone,2,0.1,16020.0,6175.12,Express
NC-01138,2023-09-27,CUST-0402,Theerapat Thongdee,Home Office,Northeastern,Fashion,Sunglasses,1,0.05,560.5,134.96,Standard
NC-00875,2023-09-27,CUST-0892,Kanya Srisuk,Home Office,Northeastern,Fashion,Jeans,1,0.1,711.0,206.79,Express
NC-02735,2023-09-28,CUST-0689,Wichai Kittisak,Corporate,Northern,Office Supplies,Stapler,2,0.0,180.0,80.07,Standard
NC-00789,2023-09-28,CUST-0878,Surasak Thongdee,Corporate,Northern,Home & Living,Air Purifier,1,0.0,4990.0,1993.8,Same Day
NC-04056,2023-09-28,CUST-0394,Orawan Wongsa,Corporate,Central,Beauty,Skincare Set,1,0.0,1190.0,338.07,Standard
NC-02990,2023-09-28,CUST-0341,Somchai Boonmee,Consumer,Southern,Fashion,Sneakers,1,0.0,1590.0,699.14,Same Day
NC-03941,2023-09-28,CUST-0513,Surasak Ruangrit,Home Office,Northern,Office Supplies,Printer Ink,1,0.0,590.0,225.32,Standard
NC-02687,2023-09-28,CUST-0568,Theerapat Boonmee,Consumer,Central,Office Supplies,Notebook Set,1,0.0,120.0,42.98,Standard
NC-03435,2023-09-28,CUST-0250,Ploy Ruangrit,Home Office,Northeastern,Electronics,Power Bank,1,0.0,690.0,189.2,Express
NC-01947,2023-09-29,CUST-0559,Aom Kittisak,Corporate,Central,Fashion,Sneakers,1,0.0,1590.0,545.41,Express
NC-01202,2023-09-29,CUST-0440,Mali Intharak,Consumer,Northeastern,Fashion,Backpack,1,0.0,990.0,315.83,Standard
NC-01914,2023-09-29,CUST-0057,Siri Phromsri,Consumer,Southern,Electronics,Headphones,1,0.05,1225.5,367.31,Standard
NC-00838,2023-09-29,CUST-0259,Surasak Intharak,Corporate,Northeastern,Office Supplies,Office Chair,1,0.05,2745.5,836.12,Standard
NC-00064,2023-09-29,CUST-0205,Somchai Boonmee,Corporate,Central,Electronics,Laptop,2,0.15,31450.0,8484.68,Standard
NC-01053,2023-09-29,CUST-0367,Siri Srisuk,Home Office,Northeastern,Electronics,Headphones,1,0.0,1290.0,567.83,Standard
NC-00655,2023-09-29,CUST-0840,Orawan Sukjai,Corporate,Bangkok & Vicinity,Fashion,T-Shirt,1,0.0,290.0,103.04,Express
NC-02669,2023-09-29,CUST-0555,Theerapat Ruangrit,Home Office,Northern,Fashion,Sneakers,2,0.0,3180.0,1093.32,Standard
NC-04132,2023-09-29,CUST-0518,Ploy Srisuk,Corporate,Central,Electronics,Headphones,1,0.0,1290.0,368.27,Express
NC-03556,2023-09-29,CUST-0073,Theerapat Boonmee,Consumer,Northeastern,Fashion,Backpack,1,0.0,990.0,286.45,Standard
NC-03100,2023-09-29,CUST-0895,Theerapat Charoen,Corporate,Northern,Home & Living,Desk Lamp,1,0.05,427.5,125.72,Express
NC-03494,2023-09-30,CUST-0784,Orawan Sukjai,Consumer,Northern,Fashion,Backpack,1,0.0,990.0,335.44,Same Day
NC-02327,2023-09-30,CUST-0451,Siri Sukjai,Corporate,Central,Beauty,Makeup Kit,2,0.15,1513.0,361.05,Express
NC-00738,2023-09-30,CUST-0667,Kanya Sukjai,Consumer,Northern,Fashion,Jeans,2,0.0,1580.0,515.8,Standard
NC-02429,2023-09-30,CUST-0786,Boonmee Charoen,Home Office,Bangkok & Vicinity,Office Supplies,Printer Ink,1,0.0,590.0,214.38,Express
NC-02969,2023-09-30,CUST-0432,Boonmee Thongdee,Corporate,Southern,Electronics,Smartphone,1,0.1,8010.0,1746.81,Express
NC-03730,2023-10-01,CUST-0285,Orawan Phromsri,Corporate,Bangkok & Vicinity,Office Supplies,Notebook Set,1,0.15,102.0,14.19,Standard
NC-00729,2023-10-01,CUST-0458,Boonmee Wongsa,Consumer,Northeastern,Electronics,Headphones,1,0.0,1290.0,512.77,Standard
NC-01315,2023-10-01,CUST-0062,Suda Boonmee,Consumer,Bangkok & Vicinity,Fashion,Sneakers,1,0.2,1272.0,127.06,Standard
NC-01579,2023-10-01,CUST-0441,Krit Sukjai,Consumer,Northeastern,Fashion,Sunglasses,1,0.0,590.0,221.01,Standard
NC-02447,2023-10-01,CUST-0092,Chai Boonmee,Corporate,Bangkok & Vicinity,Electronics,Laptop,1,0.0,18500.0,5372.34,Standard
NC-04091,2023-10-01,CUST-0233,Theerapat Thongdee,Corporate,Bangkok & Vicinity,Fashion,Jeans,1,0.0,790.0,201.96,Same Day
NC-01997,2023-10-01,CUST-0208,Suda Saetang,Corporate,Bangkok & Vicinity,Home & Living,Storage Box,1,0.1,315.0,100.78,Standard
NC-02869,2023-10-01,CUST-0122,Pim Sukjai,Home Office,Central,Electronics,Headphones,1,0.1,1161.0,381.02,Express
NC-02525,2023-10-01,CUST-0905,Nattaya Chaiyaporn,Consumer,Southern,Home & Living,Bedding Set,1,0.1,1161.0,253.32,Standard
NC-03791,2023-10-01,CUST-0247,Siri Wongsa,Consumer,Bangkok & Vicinity,Electronics,Smart Watch,1,0.0,3490.0,1305.89,Express
NC-00331,2023-10-01,CUST-0383,Kanya Sukjai,Corporate,Bangkok & Vicinity,Electronics,Power Bank,1,0.05,655.5,228.95,Same Day
NC-00263,2023-10-02,CUST-0435,Kanya Chaiyaporn,Consumer,Bangkok & Vicinity,Office Supplies,Desk Organizer,1,0.1,261.0,66.14,Express
NC-02957,2023-10-02,CUST-0128,Surasak Intharak,Home Office,Bangkok & Vicinity,Office Supplies,Desk Organizer,1,0.0,290.0,105.98,Express
NC-03013,2023-10-02,CUST-0645,Kanya Boonmee,Consumer,Bangkok & Vicinity,Electronics,Smartphone,1,0.1,8010.0,2661.37,Same Day
NC-00818,2023-10-02,CUST-0030,Anan Srisuk,Consumer,Bangkok & Vicinity,Fashion,Jeans,1,0.05,750.5,246.91,Standard
NC-03450,2023-10-02,CUST-0620,Somchai Kittisak,Corporate,Bangkok & Vicinity,Fashion,Jeans,1,0.0,790.0,239.95,Standard
NC-03675,2023-10-02,CUST-0290,Somchai Boonmee,Corporate,Bangkok & Vicinity,Home & Living,Storage Box,1,0.0,350.0,129.34,Standard
NC-02776,2023-10-02,CUST-0476,Orawan Boonmee,Home Office,Bangkok & Vicinity,Beauty,Sunscreen,1,0.1,315.0,72.39,Express
NC-01119,2023-10-02,CUST-0157,Ploy Chaiyaporn,Corporate,Bangkok & Vicinity,Office Supplies,Stapler,1,0.0,90.0,30.23,Express
NC-03892,2023-10-02,CUST-0029,Siri Wongsa,Corporate,Bangkok & Vicinity,Office Supplies,Notebook Set,1,0.0,120.0,38.55,Standard
NC-03175,2023-10-02,CUST-0695,Decha Chaiyaporn,Consumer,Bangkok & Vicinity,Fashion,Backpack,1,0.0,990.0,256.9,Express
NC-02394,2023-10-02,CUST-0571,Somchai Intharak,Consumer,Northeastern,Electronics,Smartphone,1,0.0,8900.0,3923.7,Express
NC-00032,2023-10-02,CUST-0911,Orawan Wongsa,Corporate,Bangkok & Vicinity,Beauty,Hair Dryer,1,0.05,655.5,216.62,Standard
NC-01097,2023-10-03,CUST-0650,Decha Kittisak,Consumer,Northeastern,Fashion,Sneakers,1,0.0,1590.0,538.17,Standard
NC-02014,2023-10-03,CUST-0436,Mali Srisuk,Corporate,Central,Office Supplies,Desk Organizer,3,0.0,870.0,364.24,Express
NC-00114,2023-10-03,CUST-0254,Theerapat Sukjai,Consumer,Bangkok & Vicinity,Fashion,T-Shirt,1,0.0,290.0,115.94,Express
NC-01940,2023-10-03,CUST-0841,Siri Sukjai,Consumer,Northern,Electronics,Smart Watch,1,0.1,3141.0,861.82,Standard
NC-02596,2023-10-03,CUST-0114,Ploy Wongsa,Corporate,Northern,Electronics,Headphones,1,0.1,1161.0,250.63,Standard
NC-00715,2023-10-03,CUST-0725,Mali Charoen,Corporate,Bangkok & Vicinity,Office Supplies,Stapler,1,0.0,90.0,36.55,Standard
NC-01458,2023-10-03,CUST-0273,Wichai Ruangrit,Home Office,Northeastern,Office Supplies,Notebook Set,1,0.0,120.0,36.82,Express
NC-01965,2023-10-03,CUST-0709,Ploy Wongsa,Consumer,Bangkok & Vicinity,Electronics,Power Bank,1,0.15,586.5,113.36,Express
NC-02412,2023-10-03,CUST-0321,Suda Wongsa,Consumer,Northeastern,Beauty,Perfume,2,0.0,2980.0,949.29,Express
NC-03588,2023-10-03,CUST-0217,Nopporn Phromsri,Consumer,Southern,Electronics,Smart Watch,1,0.0,3490.0,1491.99,Express
NC-03159,2023-10-03,CUST-0718,Anan Saetang,Home Office,Northeastern,Electronics,Laptop,1,0.0,18500.0,8049.43,Standard
NC-02564,2023-10-03,CUST-0645,Kanya Boonmee,Consumer,Bangkok & Vicinity,Fashion,Jeans,2,0.0,1580.0,694.05,Standard
NC-03522,2023-10-04,CUST-0565,Krit Charoen,Consumer,Northeastern,Fashion,T-Shirt,1,0.0,290.0,105.35,Standard
NC-02918,2023-10-04,CUST-0892,Kanya Srisuk,Home Office,Central,Fashion,Sneakers,4,0.0,6360.0,2598.94,Standard
NC-04072,2023-10-04,CUST-0930,Orawan Saetang,Consumer,Bangkok & Vicinity,Electronics,Headphones,1,0.0,1290.0,576.22,Standard
NC-02986,2023-10-04,CUST-0512,Chai Thongdee,Consumer,Bangkok & Vicinity,Electronics,Power Bank,1,0.05,655.5,204.47,Standard
NC-03785,2023-10-04,CUST-0464,Suda Kittisak,Corporate,Bangkok & Vicinity,Office Supplies,Stapler,1,0.0,90.0,33.43,Same Day
NC-00409,2023-10-04,CUST-0590,Suda Thongdee,Consumer,Northern,Fashion,Sneakers,1,0.05,1510.5,520.72,Express
NC-01234,2023-10-05,CUST-0411,Chai Charoen,Consumer,Southern,Office Supplies,Stapler,1,0.2,72.0,7.67,Standard
NC-01975,2023-10-05,CUST-0510,Pim Chaiyaporn,Corporate,Bangkok & Vicinity,Fashion,Jeans,1,0.0,790.0,239.62,Standard
NC-00180,2023-10-05,CUST-0792,Siri Charoen,Corporate,Bangkok & Vicinity,Fashion,Sneakers,1,0.05,1510.5,401.13,Standard
NC-00060,2023-10-05,CUST-0531,Nattaya Thongdee,Corporate,Southern,Beauty,Sunscreen,1,0.0,350.0,123.49,Standard
NC-00652,2023-10-05,CUST-0152,Siri Intharak,Consumer,Bangkok & Vicinity,Electronics,Laptop,3,0.0,55500.0,22169.3,Standard
NC-03379,2023-10-05,CUST-0077,Decha Ruangrit,Corporate,Bangkok & Vicinity,Fashion,Backpack,1,0.0,990.0,348.37,Same Day
NC-01132,2023-10-05,CUST-0914,Wichai Saetang,Consumer,Central,Electronics,Power Bank,1,0.1,621.0,198.78,Same Day
NC-02129,2023-10-06,CUST-0128,Surasak Intharak,Home Office,Northeastern,Home & Living,Bedding Set,1,0.0,1290.0,408.94,Same Day
NC-01627,2023-10-06,CUST-0093,Nopporn Chaiyaporn,Corporate,Northeastern,Home & Living,Cookware Set,1,0.0,1890.0,834.12,Standard
NC-02815,2023-10-06,CUST-0146,Orawan Thongdee,Consumer,Northeastern,Home & Living,Bedding Set,1,0.0,1290.0,516.78,Standard
NC-02135,2023-10-06,CUST-0890,Ploy Boonmee,Consumer,Northeastern,Home & Living,Bedding Set,2,0.05,2451.0,636.62,Standard
NC-01735,2023-10-06,CUST-0638,Decha Chaiyaporn,Consumer,Northeastern,Office Supplies,Stapler,2,0.0,180.0,64.37,Express
NC-00580,2023-10-07,CUST-0524,Orawan Srisuk,Corporate,Northeastern,Fashion,Jeans,1,0.0,790.0,231.81,Express
NC-03015,2023-10-07,CUST-0198,Suda Boonmee,Home Office,Bangkok & Vicinity,Electronics,Laptop,1,0.0,18500.0,6596.62,Express
NC-00832,2023-10-07,CUST-0878,Surasak Thongdee,Corporate,Northern,Fashion,Jeans,1,0.0,790.0,200.65,Standard
NC-03987,2023-10-07,CUST-0237,Nopporn Saetang,Consumer,Southern,Electronics,Power Bank,2,0.0,1242.0,245.91,Same Day
NC-03640,2023-10-07,CUST-0930,Orawan Saetang,Consumer,Northeastern,Beauty,Skincare Set,2,0.0,2380.0,900.12,Standard
NC-02045,2023-10-08,CUST-0354,Anan Sukjai,Consumer,Bangkok & Vicinity,Beauty,Hair Dryer,1,0.1,621.0,170.38,Standard
NC-00041,2023-10-08,CUST-0314,Krit Wongsa,Home Office,Northern,Beauty,Sunscreen,1,0.0,350.0,139.46,Standard
NC-02332,2023-10-08,CUST-0700,Theerapat Srisuk,Consumer,Central,Fashion,Sneakers,1,0.0,1590.0,429.12,Express
NC-01777,2023-10-08,CUST-0607,Anan Charoen,Consumer,Northern,Office Supplies,Desk Organizer,1,0.05,275.5,75.37,Standard
NC-02991,2023-10-08,CUST-0872,Mali Phromsri,Consumer,Northern,Beauty,Skincare Set,1,0.05,1130.5,297.27,Standard
NC-00043,2023-10-08,CUST-0707,Ploy Kittisak,Consumer,Northeastern,Beauty,Makeup Kit,3,0.0,2670.0,1053.67,Standard
NC-03205,2023-10-08,CUST-0820,Kanya Boonmee,Consumer,Northeastern,Home & Living,Desk Lamp,2,0.0,900.0,264.02,Standard
NC-01178,2023-10-08,CUST-0058,Siri Phromsri,Consumer,Northeastern,Fashion,Sneakers,1,0.0,1590.0,599.99,Express
NC-02976,2023-10-09,CUST-0213,Suda Saetang,Corporate,Central,Office Supplies,Desk Organizer,2,0.0,580.0,159.92,Express
NC-02896,2023-10-09,CUST-0945,Decha Wongsa,Consumer,Northern,Fashion,Jeans,1,0.0,790.0,227.61,Standard
NC-00709,2023-10-09,CUST-0867,Aom Intharak,Consumer,Bangkok & Vicinity,Office Supplies,Office Chair,2,0.0,5780.0,1868.27,Same Day
NC-02980,2023-10-09,CUST-0412,Somchai Boonmee,Home Office,Northeastern,Home & Living,Desk Lamp,2,0.0,900.0,357.53,Standard
NC-00178,2023-10-09,CUST-0125,Orawan Intharak,Consumer,Central,Office Supplies,Stapler,1,0.0,90.0,36.74,Standard
NC-00024,2023-10-09,CUST-0301,Ploy Phromsri,Consumer,Northern,Fashion,T-Shirt,1,0.05,275.5,84.68,Express
NC-00637,2023-10-09,CUST-0607,Anan Charoen,Consumer,Bangkok & Vicinity,Office Supplies,Notebook Set,1,0.0,120.0,42.06,Standard
NC-01864,2023-10-09,CUST-0695,Decha Chaiyaporn,Consumer,Northeastern,Home & Living,Air Purifier,1,0.0,4990.0,1454.1,Standard
NC-03670,2023-10-09,CUST-0676,Aom Saetang,Home Office,Bangkok & Vicinity,Electronics,Headphones,2,0.0,2580.0,705.53,Standard
NC-00507,2023-10-09,CUST-0769,Siri Sukjai,Consumer,Northern,Beauty,Skincare Set,1,0.0,1190.0,300.79,Express
NC-00267,2023-10-09,CUST-0033,Pim Phromsri,Consumer,Central,Beauty,Sunscreen,2,0.0,700.0,268.06,Standard
NC-01216,2023-10-10,CUST-0579,Theerapat Sukjai,Consumer,Bangkok & Vicinity,Home & Living,Air Purifier,1,0.0,4990.0,1528.15,Standard
NC-00844,2023-10-10,CUST-0599,Aom Charoen,Consumer,Southern,Electronics,Smartphone,1,0.0,8900.0,3951.56,Standard
NC-01885,2023-10-10,CUST-0918,Ploy Phromsri,Home Office,Bangkok & Vicinity,Electronics,Laptop,1,0.15,15725.0,3218.81,Express
NC-04047,2023-10-10,CUST-0216,Pim Saetang,Consumer,Bangkok & Vicinity,Electronics,Headphones,2,0.15,2193.0,533.59,Express
NC-01469,2023-10-10,CUST-0812,Anan Saetang,Corporate,Northern,Fashion,Sunglasses,1,0.0,590.0,263.51,Standard
NC-01988,2023-10-11,CUST-0234,Anan Thongdee,Consumer,Bangkok & Vicinity,Electronics,Laptop,2,0.05,35150.0,12659.39,Standard
NC-00125,2023-10-11,CUST-0050,Theerapat Wongsa,Consumer,Central,Electronics,Headphones,2,0.0,2580.0,917.88,Express
NC-01151,2023-10-11,CUST-0685,Suda Saetang,Home Office,Bangkok & Vicinity,Fashion,Sunglasses,1,0.0,590.0,236.91,Express
NC-04151,2023-10-11,CUST-0941,Krit Intharak,Consumer,Bangkok & Vicinity,Beauty,Hair Dryer,2,0.05,1311.0,487.8,Standard
NC-00966,2023-10-11,CUST-0891,Napat Ruangrit,Corporate,Bangkok & Vicinity,Fashion,T-Shirt,1,0.05,275.5,60.03,Standard
NC-01748,2023-10-11,CUST-0365,Pim Chaiyaporn,Home Office,Northeastern,Home & Living,Cookware Set,1,0.0,1890.0,693.42,Standard
NC-03667,2023-10-11,CUST-0246,Pim Phromsri,Home Office,Northern,Fashion,Sneakers,1,0.1,1431.0,303.57,Standard
NC-02979,2023-10-11,CUST-0332,Napat Charoen,Corporate,Bangkok & Vicinity,Fashion,T-Shirt,1,0.0,290.0,79.25,Express
NC-03340,2023-10-11,CUST-0717,Orawan Boonmee,Corporate,Bangkok & Vicinity,Fashion,Jeans,1,0.0,790.0,256.31,Same Day
NC-03656,2023-10-12,CUST-0102,Kanya Charoen,Corporate,Bangkok & Vicinity,Fashion,Sunglasses,1,0.0,590.0,240.87,Same Day
NC-02368,2023-10-12,CUST-0946,Krit Ruangrit,Consumer,Central,Office Supplies,Stapler,1,0.05,85.5,29.31,Standard
NC-02616,2023-10-12,CUST-0798,Mali Wongsa,Corporate,Southern,Beauty,Makeup Kit,1,0.0,890.0,342.36,Express
NC-02915,2023-10-12,CUST-0550,Mali Kittisak,Corporate,Bangkok & Vicinity,Beauty,Hair Dryer,1,0.0,690.0,281.76,Standard
NC-00595,2023-10-12,CUST-0537,Krit Charoen,Corporate,Northeastern,Electronics,Headphones,1,0.0,1290.0,518.74,Standard
NC-03632,2023-10-12,CUST-0768,Nattaya Chaiyaporn,Home Office,Central,Office Supplies,Stapler,1,0.0,90.0,23.78,Standard
NC-00123,2023-10-12,CUST-0518,Ploy Srisuk,Corporate,Central,Beauty,Perfume,4,0.05,5662.0,1627.47,Standard
NC-03217,2023-10-12,CUST-0552,Chai Chaiyaporn,Home Office,Central,Office Supplies,Printer Ink,4,0.1,2124.0,426.41,Express
NC-00826,2023-10-12,CUST-0457,Boonmee Kittisak,Consumer,Northern,Fashion,Backpack,1,0.15,841.5,274.72,Standard
NC-02874,2023-10-13,CUST-0876,Theerapat Boonmee,Consumer,Central,Office Supplies,Office Chair,1,0.1,2601.0,766.72,Express
NC-04129,2023-10-13,CUST-0710,Boonmee Srisuk,Corporate,Northeastern,Fashion,Backpack,1,0.2,792.0,227.87,Express
NC-02985,2023-10-13,CUST-0421,Kanya Intharak,Corporate,Northern,Home & Living,Air Purifier,4,0.0,19960.0,6040.98,Standard
NC-02219,2023-10-13,CUST-0280,Mali Wongsa,Corporate,Southern,Beauty,Makeup Kit,1,0.0,890.0,223.01,Express
NC-02546,2023-10-13,CUST-0949,Mali Wongsa,Home Office,Southern,Beauty,Hair Dryer,2,0.0,1380.0,363.21,Standard
NC-02170,2023-10-13,CUST-0708,Pim Charoen,Corporate,Central,Electronics,Smartphone,1,0.0,8900.0,3176.7,Express
NC-00458,2023-10-13,CUST-0202,Decha Chaiyaporn,Consumer,Bangkok & Vicinity,Beauty,Skincare Set,2,0.15,2023.0,670.53,Standard
NC-03742,2023-10-14,CUST-0918,Ploy Phromsri,Home Office,Bangkok & Vicinity,Office Supplies,Stapler,4,0.0,360.0,121.1,Standard
NC-03145,2023-10-14,CUST-0228,Aom Wongsa,Consumer,Bangkok & Vicinity,Electronics,Smart Watch,1,0.0,3490.0,1336.23,Standard
NC-00266,2023-10-14,CUST-0283,Aom Charoen,Consumer,Bangkok & Vicinity,Fashion,T-Shirt,2,0.0,580.0,167.89,Same Day
NC-02864,2023-10-14,CUST-0272,Orawan Charoen,Corporate,Bangkok & Vicinity,Electronics,Headphones,1,0.0,1290.0,496.19,Express
